Plugin,Menu,Section,Type,English,Japanese
"LazyCrucible","","","","Tell: 2 Lamias; later 4 Cyclopes",""
"LazyCrucible","","","","Tell: 20y circle around a Barbmole",""
"LazyCrucible","","","","Tell: 20y circle; alternates with Earthen Ring",""
"LazyCrucible","","","","Tell: 20y-wide line",""
"LazyCrucible","","","","Tell: 20y-wide line across the arena, Toxin",""
"LazyCrucible","","","","Tell: 240-degree breath from the lion, goat or dragon head",""
"LazyCrucible","","","","Tell: 3 cones (60 degrees) marked by green sigils",""
"LazyCrucible","","","","Tell: 3 Miteling Pieces spawn around the end of Venom Web",""
"LazyCrucible","","","","Tell: 3 Sapling Pieces spawn mid-fight (not on the panel)",""
"LazyCrucible","","","","Tell: 3 Shambling + 1 Crawling Piece",""
"LazyCrucible","","","","Tell: 30y knockback plus a 6y circle",""
"LazyCrucible","","","","Tell: 3y circle on you, Nightmare (no resist)",""
"LazyCrucible","","","","Tell: 4 Ahriman Pieces appear in the corners",""
"LazyCrucible","","","","Tell: 4 dash lines, then the glowing-arm cleave at the end",""
"LazyCrucible","","","","Tell: 4 room-wide hits, then a 20y knockback",""
"LazyCrucible","","","","Tell: 4 successive 6y circles on you, leaving puddles",""
"LazyCrucible","","","","Tell: 4y-wide lines that track you",""
"LazyCrucible","","","","Tell: 5 comets placed in sequence",""
"LazyCrucible","","","","Tell: 5 rotating petrify cones, 30 degrees apart",""
"LazyCrucible","","","","Tell: 5 s cast; sprites tether to the boss",""
"LazyCrucible","","","","Tell: 5y circle, then 4 lines of circles march outward",""
"LazyCrucible","","","","Tell: 5y ground circles",""
"LazyCrucible","","","","Tell: 6 orbs roll in from the edges in pairs",""
"LazyCrucible","","","","Tell: 60-degree frontal cone",""
"LazyCrucible","","","","Tell: 60y room-wide hit",""
"LazyCrucible","","","","Tell: 6y circle at center, then rings expand out to 24y",""
"LazyCrucible","","","","Tell: 6y circle from the boss",""
"LazyCrucible","","","","Tell: 6y circle on you with a tankbuster marker",""
"LazyCrucible","","","","Tell: 6y circles chase you",""
"LazyCrucible","","","","Tell: 6y circles; 3 Lightning Sprites appear",""
"LazyCrucible","","","","Tell: 6y fire circles that leave puddles",""
"LazyCrucible","","","","Tell: 6y ground circles",""
"LazyCrucible","","","","Tell: 6y ground puddles",""
"LazyCrucible","","","","Tell: 6y targeted circle",""
"LazyCrucible","","","","Tell: 6y-wide line at the enmity target plus Paralysis",""
"LazyCrucible","","","","Tell: 6y-wide line at the enmity target, Paralysis",""
"LazyCrucible","","","","Tell: 7y-wide frontal line plus Growing Dread",""
"LazyCrucible","","","","Tell: 8y circles under you and the pet leave water puddles",""
"LazyCrucible","","","","Tell: 8y ground circles",""
"LazyCrucible","","","","Tell: 90-degree cone, then 4 more turning 50 degrees; Paralysis",""
"LazyCrucible","","","","Tell: 9y circles drop at center, then around the edge in order",""
"LazyCrucible","","","","Tell: 9y circles leave ice puddles that stack Freezing",""
"LazyCrucible","","","","Tell: A bomb in its pool knocks Chewchum up; it takes extra damage",""
"LazyCrucible","","","","Tell: A cloud on you adds 2 charges to a tower",""
"LazyCrucible","","","","Tell: A fire orb becomes a tornado; wide donut",""
"LazyCrucible","","","","Tell: A fireball tethers to you, chases, then explodes (10y)",""
"LazyCrucible","","","","Tell: A Golem spawns and fires a 10y-wide line down its column",""
"LazyCrucible","","","","Tell: A Lamia revives the dead one",""
"LazyCrucible","","","","Tell: A Strix Plume add casts a 25y knockback",""
"LazyCrucible","","","","Tell: Absorbing hand = 20y circle, other hand = 6y circle",""
"LazyCrucible","","","","Tell: Ahriman gaze: Doom if you face it",""
"LazyCrucible","","","","Tell: Another wave of adds spawns",""
"LazyCrucible","","","","Tell: Arena-wide 20 s cast at the end",""
"LazyCrucible","","","","Tell: At ~50-60% rooks spawn; Durga invulnerable; gauge fills",""
"LazyCrucible","","","","Tell: Axe held flat, boss grounded: huge 40y-wide cleave",""
"LazyCrucible","","","","Tell: Axe swing covers the front half",""
"LazyCrucible","","","","Tell: Axe thrown, boss jumps: 40y circle",""
"LazyCrucible","","","","Tell: Bands on the floor: the middle or the outer lanes",""
"LazyCrucible","","","","Tell: Barbmole reflects physical hits with a stacking bleed",""
"LazyCrucible","","","","Tell: Bavarois: room-wide 20y knockback; leaves water puddles",""
"LazyCrucible","","","","Tell: Behemoth crouching = in; arms raised = out",""
"LazyCrucible","","","","Tell: Big AoE hit that also hits the pet",""
"LazyCrucible","","","","Tell: Biloko heals the Treant",""
"LazyCrucible","","","","Tell: Bishop casts a donut (4-40y) around itself",""
"LazyCrucible","","","","Tell: Bishop fires an 8y-wide line; leaves Windburn",""
"LazyCrucible","","","","Tell: Bishop hits the enmity target",""
"LazyCrucible","","","","Tell: Bishop room-wide hit plus Damage Down",""
"LazyCrucible","","","","Tell: Blade combo: 5-60y donut, 6y circle, narrow cones",""
"LazyCrucible","","","","Tell: Bomb 5y ground circle; 6y blast when a bomb is low",""
"LazyCrucible","","","","Tell: Bomb 9y circle",""
"LazyCrucible","","","","Tell: Bomb room-wide blast on a timer",""
"LazyCrucible","","","","Tell: Boss and adds turn invisible; the boss can't be hit",""
"LazyCrucible","","","","Tell: Bubbles in 3 sets pop in order (9y)",""
"LazyCrucible","","","","Tell: Bugs tether to the boss and give it Damage Up and regen",""
"LazyCrucible","","","","Tell: Cages bind inside; yellow = 12y circle, green = cross",""
"LazyCrucible","","","","Tell: Carrion Broth hits you: Heavy (no resist)",""
"LazyCrucible","","","","Tell: Chained 6y circles follow you",""
"LazyCrucible","","","","Tell: Charges to the edge; club = 30y circle, sword = cone",""
"LazyCrucible","","","","Tell: Chewchum surfaces at a '!' pool; 90-degree frontal, Blind",""
"LazyCrucible","","","","Tell: Circle around a wave moogle",""
"LazyCrucible","","","","Tell: Circle on the boss",""
"LazyCrucible","","","","Tell: Circle then donut, or donut then circle, 3.5 s apart",""
"LazyCrucible","","","","Tell: Club = 20y knockback; sword = 12y circle on the boss",""
"LazyCrucible","","","","Tell: Club pose picks the shape: 15y circle or 180-degree cone",""
"LazyCrucible","","","","Tell: Cobra room-wide poison, not interruptible",""
"LazyCrucible","","","","Tell: Cones at you and the pet; with Snarl both hit the pet",""
"LazyCrucible","","","","Tell: Cones from the glowing part: 150 or 90 degrees",""
"LazyCrucible","","","","Tell: Crawling Piece tethers and chases; touch = Bind + Damage Down",""
"LazyCrucible","","","","Tell: Cross AoE with 10y-wide arms",""
"LazyCrucible","","","","Tell: Cross marker on you, 8y-wide arms",""
"LazyCrucible","","","","Tell: Cyclops 20y circles covering the arena",""
"LazyCrucible","","","","Tell: Cyclops 3y-wide line, Paralysis",""
"LazyCrucible","","","","Tell: Cyclops 6y-wide line, Paralysis",""
"LazyCrucible","","","","Tell: Cyclops heals the boss 5% if it finishes",""
"LazyCrucible","","","","Tell: Dead Bishops leave orbs; phantoms: center = 20y circle, edge = line",""
"LazyCrucible","","","","Tell: Deepeye room-wide petrify gaze",""
"LazyCrucible","","","","Tell: Demon frontal",""
"LazyCrucible","","","","Tell: Demon hits the enmity target, plus paralysis",""
"LazyCrucible","","","","Tell: Devilet room-wide hit, long cast",""
"LazyCrucible","","","","Tell: Diremite 4y-wide line, Heavy",""
"LazyCrucible","","","","Tell: Dirty Eye Doom gaze; you can turn while rooted",""
"LazyCrucible","","","","Tell: Dirty Eye hits the enmity target",""
"LazyCrucible","","","","Tell: Dodo, Opo-opo, Puk and Pugil turn into Mandragoras",""
"LazyCrucible","","","","Tell: Donut (8-50y) or 8y circle; they alternate",""
"LazyCrucible","","","","Tell: Donut, 5-50y",""
"LazyCrucible","","","","Tell: Donut; safe only right under the boss",""
"LazyCrucible","","","","Tell: Drake moves east or west; 120-degree cone to center",""
"LazyCrucible","","","","Tell: Drake reflect barrier",""
"LazyCrucible","","","","Tell: Draw-in toward the boss",""
"LazyCrucible","","","","Tell: Drone line, Footman 5y spin, Dreadnaught frontal",""
"LazyCrucible","","","","Tell: Elder: 8y-wide line at you with a tankbuster marker",""
"LazyCrucible","","","","Tell: Enrage: Chewchum spams it if Loosefrox dies first",""
"LazyCrucible","","","","Tell: Enrage: if one dies first, the other chains attacks",""
"LazyCrucible","","","","Tell: Evil Weapon: front+rear line, or a ring around itself",""
"LazyCrucible","","","","Tell: Faces a wall and leaps: huge 30y circle",""
"LazyCrucible","","","","Tell: Falling rocks: 8y circle or 3-11y donut",""
"LazyCrucible","","","","Tell: Five 8y-wide lanes fire one after another",""
"LazyCrucible","","","","Tell: Flan: 5y circle on you",""
"LazyCrucible","","","","Tell: Flies off; 23y-wide lines sweep the arena",""
"LazyCrucible","","","","Tell: Flowertender heals nearby allies",""
"LazyCrucible","","","","Tell: Forced march",""
"LazyCrucible","","","","Tell: Forced march (left or right face) on expiry",""
"LazyCrucible","","","","Tell: From the 2nd set, eye orbs gaze: facing them petrifies",""
"LazyCrucible","","","","Tell: Front half then back half, or back then front",""
"LazyCrucible","","","","Tell: Front-half cleave",""
"LazyCrucible","","","","Tell: Frontal bite after the pull; still hits if you resisted it",""
"LazyCrucible","","","","Tell: Frontal cleave auto that also hits the pet",""
"LazyCrucible","","","","Tell: Frontal cone",""
"LazyCrucible","","","","Tell: Frontal line",""
"LazyCrucible","","","","Tell: Gel room-wide hit plus Damage Down",""
"LazyCrucible","","","","Tell: Giant frontal cone",""
"LazyCrucible","","","","Tell: Glowing orb raised = 8y circle; sword held = donut",""
"LazyCrucible","","","","Tell: Golem self buff: Damage Up",""
"LazyCrucible","","","","Tell: Grenade arena-wide blast, not interruptible",""
"LazyCrucible","","","","Tell: Ground circles",""
"LazyCrucible","","","","Tell: Ground circles chase you",""
"LazyCrucible","","","","Tell: Guardia covers an ally, which then takes no damage",""
"LazyCrucible","","","","Tell: Half-arena frontal cone",""
"LazyCrucible","","","","Tell: Half-room cleave in its facing, one brother after the other",""
"LazyCrucible","","","","Tell: Hapalit hits the enmity target, Burns",""
"LazyCrucible","","","","Tell: Head low = 18y circle; head raised = donut; leap = half",""
"LazyCrucible","","","","Tell: Her auto-attack cleaves in front and hits the pet",""
"LazyCrucible","","","","Tell: Her auto-attack hits everything in front",""
"LazyCrucible","","","","Tell: Hit on the enmity target plus poison",""
"LazyCrucible","","","","Tell: Hitting an egg hatches it and makes the Zu stronger",""
"LazyCrucible","","","","Tell: Huge 18y circle on the boss",""
"LazyCrucible","","","","Tell: Huge 23y circle on each, one after the other",""
"LazyCrucible","","","","Tell: Ice marks the starts; 2 sets of 5y bursts march across",""
"LazyCrucible","","","","Tell: Ice Sprite hits the enmity target",""
"LazyCrucible","","","","Tell: Ice: 12y circle, Frostbite",""
"LazyCrucible","","","","Tell: Jumps to the edge, then fast cones toward the center",""
"LazyCrucible","","","","Tell: Jumps up = donut; dances on the floor = 9y circle",""
"LazyCrucible","","","","Tell: Killing a Morpho = room-wide Confusion; wings stack Wit's End",""
"LazyCrucible","","","","Tell: Kills only the familiar",""
"LazyCrucible","","","","Tell: Kinged Swordsmog frontal",""
"LazyCrucible","","","","Tell: Kinged Swordsmog self Damage Up",""
"LazyCrucible","","","","Tell: Knight 120-degree frontal cone, 10y",""
"LazyCrucible","","","","Tell: Knight casts a 6y circle on itself",""
"LazyCrucible","","","","Tell: Knight raises a shield that blocks hits from the front",""
"LazyCrucible","","","","Tell: Knight self buff: Physical Damage Up",""
"LazyCrucible","","","","Tell: Knight single-target hard hit",""
"LazyCrucible","","","","Tell: Lamia circle, Hysteria",""
"LazyCrucible","","","","Tell: Lances appear and fire 4y-wide lines at you, 2-3 times",""
"LazyCrucible","","","","Tell: Lands: 60y hit with a 30y knockback from the marker",""
"LazyCrucible","","","","Tell: Large 120-degree frontal cone",""
"LazyCrucible","","","","Tell: Large frontal, 40y wide",""
"LazyCrucible","","","","Tell: Leap: airborne = arena-wide circle; grounded = front half",""
"LazyCrucible","","","","Tell: Leaps to a corner; 20y knockback",""
"LazyCrucible","","","","Tell: Leaps to a wall; half-arena frontal",""
"LazyCrucible","","","","Tell: Left and right towers charge through 3 stages",""
"LazyCrucible","","","","Tell: Light Sprite fires a cone where it faces as it dies",""
"LazyCrucible","","","","Tell: Lightning club: tower under you; fire club: 6y AoE",""
"LazyCrucible","","","","Tell: Lightning Sprite cross, Paralysis",""
"LazyCrucible","","","","Tell: Lightning: donut, Electrocution",""
"LazyCrucible","","","","Tell: Line toward where you stood; wakes any statue it hits",""
"LazyCrucible","","","","Tell: Lines from the boss and 2 swords, all aimed at you",""
"LazyCrucible","","","","Tell: Long 15y-wide line",""
"LazyCrucible","","","","Tell: Long charge, then a 16y circle on the boss",""
"LazyCrucible","","","","Tell: Loosefrox self buff: Popoto Skin (damage taken down)",""
"LazyCrucible","","","","Tell: Mage casts Damage Up on the boss",""
"LazyCrucible","","","","Tell: Mage drops a 10y ground circle",""
"LazyCrucible","","","","Tell: Magic auto-attack on the enmity target",""
"LazyCrucible","","","","Tell: Marker on the enmity target; 40y knockback from the drop",""
"LazyCrucible","","","","Tell: Marker on you; drops an orb that pulses growing circles",""
"LazyCrucible","","","","Tell: Marker, then a 10y circle; zombies rise and walk to you",""
"LazyCrucible","","","","Tell: Marker, then a 5y-wide laser line",""
"LazyCrucible","","","","Tell: Marker; 8y-wide line from the boss to you, Knockdown",""
"LazyCrucible","","","","Tell: Marker; drops a 6y circle that spawns about 8 adds",""
"LazyCrucible","","","","Tell: Marker; leaves an 18y freezing puddle",""
"LazyCrucible","","","","Tell: Medusa self Damage Up",""
"LazyCrucible","","","","Tell: Melomogs give nearby allies Damage Up",""
"LazyCrucible","","","","Tell: Menacing Dahak: front cone and rear cone",""
"LazyCrucible","","","","Tell: Miteling line AoE, 4y wide, Heavy",""
"LazyCrucible","","","","Tell: Mogmugger steals coins, then flees",""
"LazyCrucible","","","","Tell: Moves to center; 20y-wide line through the arena",""
"LazyCrucible","","","","Tell: Ochu 6y circle",""
"LazyCrucible","","","","Tell: Ogre enters a fireball and is invulnerable",""
"LazyCrucible","","","","Tell: Ogre stands in a lava circle, then teleports to the other",""
"LazyCrucible","","","","Tell: On death: room-wide poison burst and a 6y circle",""
"LazyCrucible","","","","Tell: One arm glows; that half of the arena gets cleaved",""
"LazyCrucible","","","","Tell: Orbs fire lines; tethered orbs fire 10y-wide lines",""
"LazyCrucible","","","","Tell: Orbs that pulse circles",""
"LazyCrucible","","","","Tell: Petrified Cyclopes die to one physical hit",""
"LazyCrucible","","","","Tell: Petrify cone baited on you; petrified = dead",""
"LazyCrucible","","","","Tell: Progenitrix arena-wide blast, interruptible",""
"LazyCrucible","","","","Tell: Progenitrix is invulnerable while a Grenade is tethered",""
"LazyCrucible","","","","Tell: Proximity blast from a marked point",""
"LazyCrucible","","","","Tell: Proximity damage on you",""
"LazyCrucible","","","","Tell: Pudding stack marker on you (6y)",""
"LazyCrucible","","","","Tell: Pullet: 13 s cast at the enmity target, Heavy",""
"LazyCrucible","","","","Tell: Pyrobolus narrow cone, poison",""
"LazyCrucible","","","","Tell: Quake chapter; the fight usually opens with it",""
"LazyCrucible","","","","Tell: Queen Hawk hits the enmity target",""
"LazyCrucible","","","","Tell: Quicksand pushes you 20y (about 2 columns) forward",""
"LazyCrucible","","","","Tell: Red Gremlin: stacking Physical Vulnerability Up on you",""
"LazyCrucible","","","","Tell: Right = Damage Up for you; wrong = 4 adds",""
"LazyCrucible","","","","Tell: Ring marker: dead zombies inside it revive",""
"LazyCrucible","","","","Tell: Rises and lands at an edge with a 16y-wide line",""
"LazyCrucible","","","","Tell: Room-wide 16y knockback",""
"LazyCrucible","","","","Tell: Room-wide 20y knockback on you and the pet",""
"LazyCrucible","","","","Tell: Room-wide 20y knockback to both sides of a line",""
"LazyCrucible","","","","Tell: Room-wide Confusion (12 s, no resist)",""
"LazyCrucible","","","","Tell: Room-wide fire, then ground circles and lava pools",""
"LazyCrucible","","","","Tell: Room-wide hit",""
"LazyCrucible","","","","Tell: Room-wide hit plus Blind",""
"LazyCrucible","","","","Tell: Room-wide hit plus Doom (not cleansable)",""
"LazyCrucible","","","","Tell: Room-wide hit plus Frostbite",""
"LazyCrucible","","","","Tell: Room-wide hit plus poison",""
"LazyCrucible","","","","Tell: Room-wide hit, water or fire resist down",""
"LazyCrucible","","","","Tell: Room-wide Paralysis (no vuln or damage down)",""
"LazyCrucible","","","","Tell: Room-wide; heavier the fuller the gauge; pet cover fails",""
"LazyCrucible","","","","Tell: Rotating 60-degree cones, 13 hits, 30 degrees each",""
"LazyCrucible","","","","Tell: Round bombs (12y blast) can be pushed; spiky bombs blast a cross",""
"LazyCrucible","","","","Tell: Sahagin counter stance while the Ymir lives",""
"LazyCrucible","","","","Tell: Sahagin room-wide hit plus Hysteria",""
"LazyCrucible","","","","Tell: Sahagin: strong 35y push in one direction",""
"LazyCrucible","","","","Tell: Sand spheres explode, 12y",""
"LazyCrucible","","","","Tell: Sapling latches on and keeps growing",""
"LazyCrucible","","","","Tell: Second golem: 17y knockback",""
"LazyCrucible","","","","Tell: Seedlings are up at the start; their hits poison",""
"LazyCrucible","","","","Tell: Self buff: Damage Up",""
"LazyCrucible","","","","Tell: Self buff: Magic Damage Up; next chapter hurts more",""
"LazyCrucible","","","","Tell: Shambling frontal",""
"LazyCrucible","","","","Tell: Sigils fire 10y-wide lines, 2-3 at a time",""
"LazyCrucible","","","","Tell: Single-target cast on you with a tankbuster marker",""
"LazyCrucible","","","","Tell: Single-target hit on you plus poison",""
"LazyCrucible","","","","Tell: Single-target hit on you with a 15y knockback",""
"LazyCrucible","","","","Tell: Single-target hit on you; Snarl can't redirect it",""
"LazyCrucible","","","","Tell: Single-target hit that heals her if it connects",""
"LazyCrucible","","","","Tell: Sleep, then two tethered hearts meet and explode (24y)",""
"LazyCrucible","","","","Tell: Slow chasing lightning orb, Paralysis",""
"LazyCrucible","","","","Tell: Slug 5y circle",""
"LazyCrucible","","","","Tell: Small circles, or many circles with tiny safe spots",""
"LazyCrucible","","","","Tell: Snoll 10y blast",""
"LazyCrucible","","","","Tell: Snoll counter stance",""
"LazyCrucible","","","","Tell: Soldado: 15y circles, or numbered markers in order",""
"LazyCrucible","","","","Tell: Sprites fire lines at the enmity target (2y, or 6y)",""
"LazyCrucible","","","","Tell: Stack shared by you and the pet",""
"LazyCrucible","","","","Tell: Strong 6y hit on you plus a 10y-wide cross",""
"LazyCrucible","","","","Tell: Strong frontal line with no castbar",""
"LazyCrucible","","","","Tell: Strong hit on you plus Paralysis; Snarl can't retarget it",""
"LazyCrucible","","","","Tell: Strong hit on you; Snarl can't retarget it",""
"LazyCrucible","","","","Tell: Strong single-target hit on you",""
"LazyCrucible","","","","Tell: Strong single-target hit on you, about 30 s in",""
"LazyCrucible","","","","Tell: Sword cage binds anyone inside; then cross blasts",""
"LazyCrucible","","","","Tell: Sword drops where you stood; big blast",""
"LazyCrucible","","","","Tell: Sword drops where you stood; big proximity blast",""
"LazyCrucible","","","","Tell: Sword glowing = donut; not glowing = 8y circle",""
"LazyCrucible","","","","Tell: Sword markers drop delayed circles, also under your feet",""
"LazyCrucible","","","","Tell: Sword stabs you from front or back; 40y push",""
"LazyCrucible","","","","Tell: Swords drop 8y circles",""
"LazyCrucible","","","","Tell: Swords go invisible, then fire 5y lines along their blades",""
"LazyCrucible","","","","Tell: Targeted 8y circle",""
"LazyCrucible","","","","Tell: Targeted circle",""
"LazyCrucible","","","","Tell: Teleports; 15y knockback plus 6y circles",""
"LazyCrucible","","","","Tell: Temporary Misdirection on you",""
"LazyCrucible","","","","Tell: Tether to the enmity target, a charge, then a breath",""
"LazyCrucible","","","","Tell: Tether, then a 180-degree cleave to the front or rear",""
"LazyCrucible","","","","Tell: Tether; charge, then front-half and rear-half cleaves",""
"LazyCrucible","","","","Tell: The Abaddon eats Morphos and gains regen for 1 minute",""
"LazyCrucible","","","","Tell: The Atomos loses HP with each summon; 5 waves",""
"LazyCrucible","","","","Tell: The boss fetches a new weapon",""
"LazyCrucible","","","","Tell: The Cavalier keeps calling 2-3 Bone Bishops",""
"LazyCrucible","","","","Tell: The Floral Trap pull can hit the Queen Hawk",""
"LazyCrucible","","","","Tell: The standby Swordsmog only auto-attacks",""
"LazyCrucible","","","","Tell: The triangle between 3 moogles is the danger zone",""
"LazyCrucible","","","","Tell: Tiles 1-9; you get All Odds, Evens, Three or Primes",""
"LazyCrucible","","","","Tell: Tome Pieces cast 15y circles",""
"LazyCrucible","","","","Tell: Toxic Mass room-wide Toxin",""
"LazyCrucible","","","","Tell: Turns, jumps ~20y back, then a 120-degree cone",""
"LazyCrucible","","","","Tell: Two blades tether; a 28 s cast ends in a blast or push",""
"LazyCrucible","","","","Tell: Unavoidable room-wide hit",""
"LazyCrucible","","","","Tell: Unavoidable room-wide hit plus Blind",""
"LazyCrucible","","","","Tell: Unavoidable room-wide hit with a 10y knockback",""
"LazyCrucible","","","","Tell: Unavoidable room-wide; much bigger while Clear Mind is up",""
"LazyCrucible","","","","Tell: Untelegraphed 8y line, then a wind orb fires narrow cones",""
"LazyCrucible","","","","Tell: Vodoriga 6y ground circles",""
"LazyCrucible","","","","Tell: Water and hammer chapters",""
"LazyCrucible","","","","Tell: Wave 4: overlapping 12y and 6y circles",""
"LazyCrucible","","","","Tell: While adds are up, King Ahriman is invulnerable",""
"LazyCrucible","","","","Tell: Wide 130-degree frontal cone",""
"LazyCrucible","","","","Tell: Wind sprites fire 10y-wide lines for the rest of the fight",""
"LazyCrucible","","","","Tell: Wings wrapped = 12y circle; harp = donut with a tiny safe spot",""
"LazyCrucible","","","","Tell: Wisps that reach center explode room-wide, vuln up",""
"LazyCrucible","","","","Tell: Woken Thanatos Piece room-wide hit",""
"LazyCrucible","","","","Tell: Wrath or Grief debuff on you",""
"LazyCrucible","","","","Tell: Ymir instant frontal cleave auto",""
"LazyCrucible","","","","Tell: Ymir takes heavily reduced damage while shelled",""
"LazyCrucible","","","","Tell: Ymir unavoidable room-wide hit",""
"LazyCrucible","","","","Tell: You are rooted and thrown to a quadrant with an hourglass",""
"LazyCrucible","","","","Tell: Younger gives the Elder Damage Up",""
"LazyCrucible","","","","Tell: Younger spins and chases you (8y), untargetable",""
"LazyCrucible","","","","Tell: Zombie hits stack Wit's End; 12 stacks = confusion",""
"LazyCrucible","","","","Terror Eye (3 s)",""
"LazyCrucible","","","","Terrorizing Miasma (4 s)",""
"LazyCrucible","","","","Tethered blades first, then a woken Thanatos, then Lauda",""
"LazyCrucible","","","","The captured familiar list has not arrived yet (open the Master's Bestiary once); picks assume every familiar is captured.",""
"LazyCrucible","","","","The Dragon's Roar (7 s)",""
"LazyCrucible","","","","The Ram's Keeper (4.5 s)",""
"LazyCrucible","","","","The Ram's Roar (7 s)",""
"LazyCrucible","","","","The Storm's Grip (4 s)",""
"LazyCrucible","","","","Thermobaric Charge (5 s)",""
"LazyCrucible","","","","Third Board of the Unbroken: L50 / iL100, beast rank 15",""
"LazyCrucible","","","","Threats  adds",""
"LazyCrucible","","","","Threats  adds, big single hits",""
"LazyCrucible","","","","Threats  adds, room-wide hits",""
"LazyCrucible","","","","Threats  adds, room-wide hits, knockback, big single hits",""
"LazyCrucible","","","","Threats  big single hits",""
"LazyCrucible","","","","Threats  blind",""
"LazyCrucible","","","","Threats  blind, adds, room-wide hits, knockback",""
"LazyCrucible","","","","Threats  blind, petrification, knockback, room-wide hits, adds, invulnerable phases",""
"LazyCrucible","","","","Threats  confusion, adds",""
"LazyCrucible","","","","Threats  confusion, bind, adds, big single hits",""
"LazyCrucible","","","","Threats  confusion, counter stances, do-not-attack targets, adds, big single hits",""
"LazyCrucible","","","","Threats  confusion, poison, room-wide hits, adds",""
"LazyCrucible","","","","Threats  counter stances, paralysis, knockback, room-wide hits",""
"LazyCrucible","","","","Threats  doom, adds, invulnerable phases",""
"LazyCrucible","","","","Threats  doom, room-wide hits, adds",""
"LazyCrucible","","","","Threats  heavy, adds",""
"LazyCrucible","","","","Threats  heavy, adds, do-not-attack targets, big single hits, room-wide hits",""
"LazyCrucible","","","","Threats  knockback",""
"LazyCrucible","","","","Threats  knockback, big single hits",""
"LazyCrucible","","","","Threats  knockback, room-wide hits",""
"LazyCrucible","","","","Threats  knockback, room-wide hits, adds",""
"LazyCrucible","","","","Threats  knockback, room-wide hits, adds, invulnerable phases",""
"LazyCrucible","","","","Threats  knockback, room-wide hits, big single hits",""
"LazyCrucible","","","","Threats  paralysis, adds, room-wide hits",""
"LazyCrucible","","","","Threats  paralysis, big single hits, adds",""
"LazyCrucible","","","","Threats  paralysis, knockback, bind, room-wide hits, big single hits, adds",""
"LazyCrucible","","","","Threats  paralysis, poison, adds, room-wide hits, big single hits",""
"LazyCrucible","","","","Threats  paralysis, poison, heavy, knockback, room-wide hits, adds",""
"LazyCrucible","","","","Threats  paralysis, room-wide hits",""
"LazyCrucible","","","","Threats  paralysis, room-wide hits, adds",""
"LazyCrucible","","","","Threats  petrification, paralysis, adds",""
"LazyCrucible","","","","Threats  petrification, room-wide hits",""
"LazyCrucible","","","","Threats  poison, adds, knockback, room-wide hits",""
"LazyCrucible","","","","Threats  poison, heavy, big single hits, adds",""
"LazyCrucible","","","","Threats  poison, knockback, room-wide hits, adds, counter stances, invulnerable phases, big single hits",""
"LazyCrucible","","","","Threats  poison, paralysis, room-wide hits",""
"LazyCrucible","","","","Threats  poison, sleep, adds, big single hits",""
"LazyCrucible","","","","Threats  room-wide hits",""
"LazyCrucible","","","","Threats  room-wide hits, adds",""
"LazyCrucible","","","","Threats  room-wide hits, adds, invulnerable phases, big single hits",""
"LazyCrucible","","","","Thunder III (8 s)",""
"LazyCrucible","","","","Thunderbolt (5 s)",""
"LazyCrucible","","","","Thundercloud",""
"LazyCrucible","","","","Touchdown (0.5 s)",""
"LazyCrucible","","","","Touchdown (4 s)",""
"LazyCrucible","","","","Towers",""
"LazyCrucible","","","","Toxic Breath (3 s)",""
"LazyCrucible","","","","Toxic Fumes (4 s)",""
"LazyCrucible","","","","Toxic Tantrum (5 s)",""
"LazyCrucible","","","","Toxic Vomit (5 s)",""
"LazyCrucible","","","","Track the hands for Grounding Jolt; kill rooks fast; mitigate Atomic Ray yourself.",""
"LazyCrucible","","","","treant piece (enemy)",""
"LazyCrucible","","","","Treant Piece + Slug Piece + Sapling Piece + Diremite Piece + Biloko Piece",""
"LazyCrucible","","","","Treant Piece + Slug Piece + Sapling Piece + Diremite Piece + Biloko Piece (enemy)",""
"LazyCrucible","","","","treant piece: Blunt; slug piece: Blunt; sapling piece: Blunt; diremite piece: Ice; biloko piece: Ice",""
"LazyCrucible","","","","Treasure: suggest the best choice",""
"LazyCrucible","","","","Tremblor (5 s)",""
"LazyCrucible","","","","Tsunami (8 s)",""
"LazyCrucible","","","","Tumulus (5 s)",""
"LazyCrucible","","","","Two skeletons: dodge rings and lines, stop Ossify, hit the Knight from behind.",""
"LazyCrucible","","","","Typhoon (3 s)",""
"LazyCrucible","","","","Ultimate Focus (3 s)",""
"LazyCrucible","","","","Ultrasonics",""
"LazyCrucible","","","","Uncast frontal line",""
"LazyCrucible","","","","Unmooring Melody",""
"LazyCrucible","","","","Unseen Force (3 s)",""
"LazyCrucible","","","","Uragnite",""
"LazyCrucible","","","","Uragnite: ice, crowd control",""
"LazyCrucible","","","","Use leftover items and heal before the kill; remaining HP scores",""
"LazyCrucible","","","","Use leftover items and heal to full before the kill",""
"LazyCrucible","","","","Use the matching platform for each chapter, dispel Ultimate Focus, kill the Plume.",""
"LazyCrucible","","","","Vanishing Daggers (3 s)",""
"LazyCrucible","","","","Veil of Darkness (4 s)",""
"LazyCrucible","","","","Venom Web (6 s)",""
"LazyCrucible","","","","Vine Probe (5 s)",""
"LazyCrucible","","","","Void Aero II (4 s)",""
"LazyCrucible","","","","Void Aero III (6 s)",""
"LazyCrucible","","","","Void Blizzard III (6 s)",""
